20-05-01 23:23:21    Log Started
20-05-01 23:23:21 Opened /home/kader_b/int2/soldat.ini
20-05-01 23:23:21 Creating network interface.
20-05-01 23:23:21 Loading Animations.
20-05-01 23:23:21 Loading Lobby Servers List
20-05-01 23:23:21 Loading Maps List
20-05-01 23:23:21 Loading Map.
20-05-01 23:23:21 Creating Weapons.
20-05-01 23:23:21 Starting Game Server.
20-05-01 23:23:21 TCP/IP File Server started
20-05-01 23:23:22  Net - =E*R= KillMe! connected 1-5-20 23:23:22
20-05-01 23:23:25  Net - =E*R= Skipo connected 1-5-20 23:23:25
20-05-01 23:23:26  Net - mipHo connected 1-5-20 23:23:26
20-05-01 23:23:27  Net - Divas| Enigma connected 1-5-20 23:23:27
20-05-01 23:23:27  Net - CWeiC connected 1-5-20 23:23:27
20-05-01 23:23:28  Net - =E*R= KillMe! connected 1-5-20 23:23:28
20-05-01 23:23:28  Net - =E*R= Sadiko connected 1-5-20 23:23:28
20-05-01 23:23:29  Net - Divas| Rattle connected 1-5-20 23:23:29
20-05-01 23:23:30  Net - =E*R= Sadiko disconnected 1-5-20 23:23:30
20-05-01 23:23:30  Net - Divas| Sk8' connected 1-5-20 23:23:30
20-05-01 23:23:32  Net - =E*R= Sadiko connected 1-5-20 23:23:32
20-05-01 23:23:38  Net - mipHo connected 1-5-20 23:23:38
20-05-01 23:24:16  Net - Divas| Sk8' disconnected 1-5-20 23:24:16
20-05-01 23:24:16  Net - CWeiC disconnected 1-5-20 23:24:16
20-05-01 23:24:16  Net - =E*R= Skipo disconnected 1-5-20 23:24:16
20-05-01 23:24:16  Net - Divas| Enigma disconnected 1-5-20 23:24:16
20-05-01 23:24:16  Net - =E*R= KillMe! disconnected 1-5-20 23:24:16
20-05-01 23:24:20  Net - Divas| Enigma connected 1-5-20 23:24:20
20-05-01 23:24:22  Net - =E*R= KillMe! connected 1-5-20 23:24:22
20-05-01 23:24:22  Net - =E*R= Skipo connected 1-5-20 23:24:22
20-05-01 23:24:23  Net - Divas| Sk8' connected 1-5-20 23:24:23
20-05-01 23:24:30  Net - CWeiC connected 1-5-20 23:24:30
20-05-01 23:24:31  Net - =E*R= Skipo disconnected 1-5-20 23:24:31
20-05-01 23:24:33  Net - =E*R= Skipo connected 1-5-20 23:24:33
20-05-01 23:24:34  Net - =E*R= KillMe! connected 1-5-20 23:24:34
20-05-01 23:24:39  Net - mipHo connected 1-5-20 23:24:39
20-05-01 23:24:46  Net - mipHo connected 1-5-20 23:24:46
20-05-01 23:24:59  Net - r3v' Mand3s connected 1-5-20 23:24:59
20-05-01 23:26:33  Net - RtP| Shuter connected 1-5-20 23:26:33
20-05-01 23:26:35  Net - RtP| Shuter disconnected 1-5-20 23:26:35
20-05-01 23:26:42  Net - RtP| Shuter connected 1-5-20 23:26:42
20-05-01 23:31:47  Net - =E*R= KillMe! disconnected 1-5-20 23:31:47
20-05-01 23:33:12  Net - CWeiC disconnected 1-5-20 23:33:12
20-05-01 23:37:34  Net - mipHo disconnected 1-5-20 23:37:34
20-05-01 23:37:58  Net - mipHo connected 1-5-20 23:37:58
20-05-01 23:38:48  Net - =E*R= Sadiko disconnected 1-5-20 23:38:48
20-05-01 23:38:51  Net - Divas| Sk8' disconnected 1-5-20 23:38:51
20-05-01 23:39:07  Net - r3v' Mand3s disconnected 1-5-20 23:39:07
20-05-01 23:39:13  Net - mipHo disconnected 1-5-20 23:39:13
20-05-01 23:39:14  Net - Divas| Rattle disconnected 1-5-20 23:39:14
20-05-01 23:39:14  Net - Divas| Enigma disconnected 1-5-20 23:39:14
20-05-01 23:39:14  Net - =E*R= Skipo disconnected 1-5-20 23:39:14
20-05-01 23:39:14  Net - RtP| Shuter disconnected 1-5-20 23:39:14
20-05-01 23:39:16  Net - mipHo connected 1-5-20 23:39:16
20-05-01 23:39:18  Net - Divas| Enigma connected 1-5-20 23:39:18
20-05-01 23:39:19  Net - =E*R= Skipo connected 1-5-20 23:39:19
20-05-01 23:39:31  Net - Divas| Rattle connected 1-5-20 23:39:31
20-05-01 23:39:46  Net - boxb connected 1-5-20 23:39:46
20-05-01 23:39:48  Net - boxb disconnected 1-5-20 23:39:48
20-05-01 23:39:48  Net - RtP| SontercL connected 1-5-20 23:39:48
20-05-01 23:39:51  Net - RtP| Shuter connected 1-5-20 23:39:51
20-05-01 23:39:53  Net - RtP| Shuter disconnected 1-5-20 23:39:53
20-05-01 23:39:54  Net - =E*R= Skipo disconnected 1-5-20 23:39:54
20-05-01 23:39:55  Net - RtP| Shuter connected 1-5-20 23:39:55
20-05-01 23:39:57  Net - boxb connected 1-5-20 23:39:57
20-05-01 23:40:03  Net - RtP| SontercL connected 1-5-20 23:40:03
20-05-01 23:40:35  Net - Divas| Sk8' connected 1-5-20 23:40:35
20-05-01 23:40:44  Net - Divas| Sk8' connected 1-5-20 23:40:44
20-05-01 23:41:27  Net - RtP| LoKitoHcL connected 1-5-20 23:41:27
20-05-01 23:41:30  Net - RtP| Shuter disconnected 1-5-20 23:41:30
20-05-01 23:41:45  Net - RtP| Shuter connected 1-5-20 23:41:45
20-05-01 23:42:48  Net - r3v' Mand3s connected 1-5-20 23:42:48
20-05-01 23:43:26  Net - RtP| LoKitoHcL connected 1-5-20 23:43:26
20-05-01 23:45:01  Net - r3v' Mand3s disconnected 1-5-20 23:45:01
20-05-01 23:45:04  Net - r3v' Mand3s connected 1-5-20 23:45:04
20-05-01 23:46:44  Net - r3v' Mand3s disconnected 1-5-20 23:46:44
20-05-01 23:46:46  Net - boxb disconnected 1-5-20 23:46:46
20-05-01 23:47:11  Net - mipHo disconnected 1-5-20 23:47:11
20-05-01 23:53:22 TCP/IP File Server started
20-05-01 23:57:46  Net - Divas| Rattle connected 1-5-20 23:57:46
