20-03-16 21:47:39    Log Started
20-03-16 21:47:39 Opened C:\Users\Administrador\Desktop\Privado Partidos\soldat.ini
20-03-16 21:47:39 Creating network interface.
20-03-16 21:47:39 Loading Animations.
20-03-16 21:47:39 Loading Lobby Servers List
20-03-16 21:47:39 Loading Maps List
20-03-16 21:47:39 Loading Map.
20-03-16 21:47:52 Creating Weapons.
20-03-16 21:47:52 Starting Game Server.
20-03-16 21:47:52 TCP/IP File Server started
20-03-16 21:49:59  Net - #1 Mand3s connected 16-03-2020 21:49:59
20-03-16 21:50:15  Net - |D.Forc3|Aberracion connected 16-03-2020 21:50:15
20-03-16 21:50:56  Net - |D.Forc3|.Turko connected 16-03-2020 21:50:56
20-03-16 21:51:48  Net - extrakt09- <3 connected 16-03-2020 21:51:48
20-03-16 21:51:59  Net - #1 Mand3s connected 16-03-2020 21:51:59
20-03-16 21:53:57  Net - |Dsf|LawshoT connected 16-03-2020 21:53:57
20-03-16 21:54:09  Net - HughscL connected 16-03-2020 21:54:09
20-03-16 21:54:13  Net - |Dsf|LawshoT disconnected 16-03-2020 21:54:13
20-03-16 21:54:18  Net - TK| Maaxis* connected 16-03-2020 21:54:18
20-03-16 21:54:24  Net - |D,forc3| LawshoT connected 16-03-2020 21:54:24
20-03-16 21:54:26  Net - sT#' MotA connected 16-03-2020 21:54:26
20-03-16 21:54:39  Net - LB ~ Sadiko connected 16-03-2020 21:54:39
20-03-16 21:54:40  Net - |D,forc3| LawshoT disconnected 16-03-2020 21:54:40
20-03-16 21:54:45  Net - LB ~ Chaky connected 16-03-2020 21:54:45
20-03-16 21:54:54  Net - |D.Forc3|LawshoT connected 16-03-2020 21:54:54
20-03-16 21:54:55  Net - sT#' YnGwi3 connected 16-03-2020 21:54:55
20-03-16 21:54:57  Net - sT#' YnGwi3 disconnected 16-03-2020 21:54:57
20-03-16 21:54:57  Net - LB ~ Chaky connected 16-03-2020 21:54:57
20-03-16 21:54:59  Net - sT#' YnGwi3 connected 16-03-2020 21:54:59
20-03-16 21:55:28  Net - C O R O N A V I R U S * connected 16-03-2020 21:55:28
20-03-16 21:55:45  Net - TK| Maaxis* disconnected 16-03-2020 21:55:45
20-03-16 21:55:54  Net - C O R O N A V I R U S * disconnected 16-03-2020 21:55:54
20-03-16 21:56:00  Net - C O R O N A V I R U S * connected 16-03-2020 21:56:00
20-03-16 21:56:00  Net - C O R O N A V I R U S * disconnected 16-03-2020 21:56:00
20-03-16 21:56:02  Net - C O R O N A V I R U S * connected 16-03-2020 21:56:02
20-03-16 21:56:07  Net - C O R O N A V I R U S * disconnected 16-03-2020 21:56:07
20-03-16 21:56:08  Net - C O R O N A V I R U S * connected 16-03-2020 21:56:08
20-03-16 21:56:32  Net - LB ~ Ultr4 connected 16-03-2020 21:56:32
20-03-16 21:56:56  Net - LB ~ Ultr4 connected 16-03-2020 21:56:56
20-03-16 21:56:57  Net - LB ~ Ultr4 connected 16-03-2020 21:56:57
20-03-16 21:57:15  Net - HughscL disconnected 16-03-2020 21:57:15
20-03-16 21:57:16  Net - extrakt09- <3 connected 16-03-2020 21:57:16
20-03-16 21:57:26  Net - C O R O N A V I R U S * disconnected 16-03-2020 21:57:26
20-03-16 21:57:52  Net - C O R O N A V I R U S * connected 16-03-2020 21:57:52
20-03-16 21:57:53  Net - extrakt09- <3 disconnected 16-03-2020 21:57:53
20-03-16 21:57:58  Net - |D.Forc3|LawshoT disconnected 16-03-2020 21:57:58
